38,2021-1-2  14:39:12,2021-1-2  14:39:25,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:39:16,
39,2021-1-2  14:38:39,2021-1-2  14:38:51,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:38:43,
40,2021-1-2  14:38:05,2021-1-2  14:38:17,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:38:09,
41,2021-1-2  14:37:31,2021-1-2  14:37:43,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:37:35,
42,2021-1-2  14:36:56,2021-1-2  14:37:07,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:37:00,
43,2021-1-2  14:28:43,2021-1-2  14:28:54,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:28:47,
44,2021-1-2  14:28:04,2021-1-2  14:28:18,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:28:08,
45,2021-1-2  14:27:38,2021-1-2  14:27:48,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:27:42,
46,2021-1-2  14:27:08,2021-1-2  14:27:22,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:27:12,
47,2021-1-2  14:26:16,2021-1-2  14:26:28,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:26:20,
48,2021-1-2  14:25:45,2021-1-2  14:25:56,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:25:49,
49,2021-1-2  14:24:57,2021-1-2  14:25:10,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:25:01,
50,2021-1-2  14:24:23,2021-1-2  14:24:35,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:24:27,
51,2021-1-2  14:23:44,2021-1-2  14:23:56,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:23:48,
52,2021-1-2  14:23:09,2021-1-2  14:23:21,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:23:13,
